Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
179,Steve Froggatt,eng ENG,MF,Coventry City,26,1973,26,21,"1,870",20.8,1,2,3,1,0,0,5,0,0.05,0.1,0.14,0.05,0.14,Matches
180,Esteban Fuertes,ar ARG,FW,Derby County,26,1972,8,8,592,6.6,1,0,1,1,0,0,2,1,0.15,0,0.15,0.15,0.15,Matches
181,Fumaça,br BRA,MF,Newcastle Utd,23,1976,5,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Kevin Gallacher,sct SCO,"FW,MF",Newcastle Utd,32,1966,20,15,"1,229",13.7,2,0,2,2,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
183,Paul Gascoigne,eng ENG,MF,Middlesbrough,32,1967,8,7,515,5.7,1,1,2,0,1,1,1,1,0.17,0.17,0.35,0,0.17,Matches
184,Diego Gavilán,py PAR,"DF,MF",Newcastle Utd,19,1980,6,2,212,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
185,Jason Gavin,ie IRL,DF,Middlesbrough,19,1980,6,2,343,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Marcus Gayle,jm JAM,"FW,MF",Wimbledon,28,1970,36,35,"3,045",33.8,7,4,11,7,0,0,2,0,0.21,0.12,0.33,0.21,0.33,Matches
187,Scot Gemmill,sct SCO,MF,Everton,28,1971,14,6,634,7,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
188,Paul Gerrard,eng ENG,GK,Everton,26,1973,34,34,"2,976",33.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
189,Steven Gerrard,eng ENG,MF,Liverpool,19,1980,29,26,"2,143",23.8,1,3,4,1,0,0,5,1,0.04,0.13,0.17,0.04,0.17,Matches
190,Najwan Ghrayib,il ISR,DF,Aston Villa,25,1974,5,1,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Nigel Gibbs,eng ENG,DF,Watford,33,1965,17,11,"1,099",12.2,0,1,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
192,Ryan Giggs,wls WAL,"FW,MF",Manchester Utd,25,1973,30,30,"2,496",27.7,6,12,18,6,0,0,2,0,0.22,0.43,0.65,0.22,0.65,Matches
193,Phil Gilchrist,eng ENG,DF,Leicester City,25,1973,27,17,"1,658",18.4,1,0,1,1,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
194,David Ginola,fr FRA,"FW,MF",Tottenham,32,1967,36,36,"2,864",31.8,3,7,10,3,0,0,3,0,0.09,0.22,0.31,0.09,0.31,Matches
195,Shay Given,ie IRL,GK,Newcastle Utd,23,1976,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
196,Stephen Glass,sct SCO,MF,Newcastle Utd,23,1976,6,1,175,1.9,1,0,1,1,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
197,Ed de Goey,nl NED,GK,Chelsea,32,1966,37,37,"3,330",37,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Bjarne Goldbæk,dk DEN,MF,Chelsea,30,1968,6,2,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Alain Goma,fr FRA,DF,Newcastle Utd,26,1972,14,14,"1,196",13.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
200,Tommy Goodwin,eng ENG,DF,Leicester City,19,1979,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
201,Dean Gordon,eng ENG,"DF,MF",Middlesbrough,26,1973,4,3,312,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
202,Richard Gough,sct SCO,DF,Everton,37,1962,29,29,"2,582",28.7,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches
203,Gareth Grant,eng ENG,FW,Bradford City,18,1980,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Tony Grant,eng ENG,MF,Everton,24,1974,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Xavier Gravelaine,fr FRA,"FW,MF",Watford,30,1968,7,7,617,6.9,2,2,4,2,0,0,1,1,0.29,0.29,0.58,0.29,0.58,Matches
206,Julian Gray,eng ENG,"FW,MF",Arsenal,19,1979,1,0,20,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
207,Michael Gray,eng ENG,"DF,MF",Sunderland,24,1974,33,32,"2,670",29.7,0,4,4,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
208,Wayne Gray,eng ENG,FW,Wimbledon,18,1980,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Jonathan Greening,eng ENG,MF,Manchester Utd,20,1979,4,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Andy Griffin,eng ENG,DF,Newcastle Utd,20,1979,3,1,95,1.1,1,0,1,1,0,0,0,0,0.95,0,0.95,0.95,0.95,Matches
211,Gilles Grimandi,fr FRA,DF,Arsenal,28,1970,28,27,"2,333",25.9,2,1,3,2,0,0,8,1,0.08,0.04,0.12,0.08,0.12,Matches
212,Ole Gunnar Solskjær,no NOR,FW,Manchester Utd,26,1973,28,15,"1,398",15.5,12,7,19,12,0,0,2,0,0.77,0.45,1.22,0.77,1.22,Matches
213,Arnar Gunnlaugsson,is ISL,"FW,MF",Leicester City,26,1973,2,2,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Steve Guppy,eng ENG,MF,Leicester City,30,1969,30,29,"2,582",28.7,2,7,9,2,0,0,2,0,0.07,0.24,0.31,0.07,0.31,Matches
215,Mustapha Hadji,ma MAR,MF,Coventry City,27,1971,33,33,"2,870",31.9,6,7,13,6,0,0,5,0,0.19,0.22,0.41,0.19,0.41,Matches
216,Alf-Inge Håland,no NOR,"DF,MF",Leeds United,26,1972,13,7,750,8.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
217,Marcus Hall,eng ENG,DF,Coventry City,23,1976,9,7,707,7.9,0,0,0,0,0,,1,0,0,0,0,0,0,Matches
218,Paul Hall,jm JAM,FW,Coventry City,27,1972,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Gunnar Halle,no NOR,DF,Bradford City,33,1965,38,37,"3,165",35.2,0,5,5,0,0,0,8,0,0,0.14,0.14,0,0.14,Matches
220,Dietmar Hamann,de GER,MF,Liverpool,25,1973,28,27,"2,249",25,1,2,3,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matches
221,Jon Harley,eng ENG,DF,Chelsea,19,1979,17,13,"1,210",13.4,2,0,2,2,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
222,Kevin Harper,sct SCO,FW,Derby County,23,1976,5,0,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
223,Steve Harper,eng ENG,GK,Newcastle Utd,24,1975,18,18,"1,620",18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
224,Ian Harte,ie IRL,DF,Leeds United,21,1977,33,33,"2,864",31.8,6,5,11,2,4,5,8,1,0.19,0.16,0.35,0.06,0.22,Matches
225,John Hartson,wls WAL,FW,Wimbledon,24,1975,16,15,"1,311",14.6,9,4,13,9,0,0,3,2,0.62,0.27,0.89,0.62,0.89,Matches
226,Steve Haslam,eng ENG,DF,Sheffield Weds,19,1979,23,16,"1,510",16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Paul Heald,eng ENG,GK,Wimbledon,30,1968,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Magnus Hedman,se SWE,GK,Coventry City,26,1973,35,35,"3,150",35,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
229,Vegard Heggem,no NOR,"DF,MF",Liverpool,24,1975,22,10,"1,047",11.6,1,0,1,1,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
230,Hélder,pt POR,DF,Newcastle Utd,28,1971,8,8,672,7.5,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
231,Heiðar Helguson,is ISL,FW,Watford,21,1977,16,14,"1,236",13.7,6,2,8,6,0,0,6,0,0.44,0.15,0.58,0.44,0.58,Matches
232,Thomas Helmer,de GER,"DF,MF",Sunderland,34,1965,2,1,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
233,Stéphane Henchoz,ch SUI,DF,Liverpool,24,1974,29,29,"2,604",28.9,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
234,Lee Hendrie,eng ENG,MF,Aston Villa,22,1977,29,18,"1,679",18.7,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
235,Colin Hendry,sct SCO,DF,Coventry City,33,1965,9,9,777,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
236,Thierry Henry,fr FRA,FW,Arsenal,21,1977,31,26,"2,244",24.9,17,8,25,15,2,2,6,0,0.68,0.32,1,0.6,0.92,Matches
237,Emile Heskey,eng ENG,FW,Liverpool,21,1978,12,12,"1,021",11.3,3,1,4,,,,0,0,0.26,0.09,0.35,,,Matches
238,Emile Heskey,eng ENG,FW,Leicester City,21,1978,23,23,"2,023",22.5,7,3,10,,,,5,0,0.31,0.13,0.44,,,Matches
239,Martin Hiden,at AUT,DF,Leeds United,26,1973,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Danny Higginbotham,gi GIB,DF,Manchester Utd,20,1978,3,2,151,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Scott Hiley,eng ENG,DF,Southampton,30,1968,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Andy Hinchcliffe,eng ENG,DF,Sheffield Weds,30,1969,29,29,"2,539",28.2,1,2,3,1,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
243,Shaka Hislop,tt TRI,GK,West Ham,30,1969,22,22,"1,761",19.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
244,Darren Holloway,eng ENG,DF,Sunderland,21,1977,15,8,794,8.8,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
245,David Hopkin,sct SCO,MF,Leeds United,28,1970,14,10,967,10.7,1,1,2,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,Matches
246,Barry Horne,wls WAL,MF,Sheffield Weds,37,1962,7,7,543,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Russell Hoult,eng ENG,GK,Derby County,26,1972,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
248,Steve Howey,eng ENG,DF,Newcastle Utd,27,1971,9,7,693,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
249,Hermann Hreiðarsson,is ISL,DF,Wimbledon,25,1974,24,24,"2,160",24,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
250,Darren Huckerby,eng ENG,"FW,MF",Leeds United,23,1976,33,9,"1,250",13.9,2,3,5,2,0,0,0,0,0.14,0.22,0.36,0.14,0.36,Matches
251,Darren Huckerby,eng ENG,"FW,MF",Coventry City,23,1976,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Aaron Hughes,nir NIR,DF,Newcastle Utd,19,1979,27,22,"1,993",22.1,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
253,Mark Hughes,wls WAL,FW,Southampton,35,1963,20,18,"1,660",18.4,1,2,3,1,0,0,8,0,0.05,0.11,0.16,0.05,0.16,Matches
254,Mark Hughes,wls WAL,FW,Everton,35,1963,9,9,760,8.4,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
255,Michael Hughes,nir NIR,MF,Wimbledon,27,1971,19,13,"1,145",12.7,3,1,4,3,0,0,2,0,0.24,0.08,0.31,0.24,0.31,Matches
256,Stephen Hughes,eng ENG,MF,Arsenal,22,1976,2,1,95,1.1,0,1,1,0,0,0,0,0,0,0.95,0.95,0,0.95,Matches
257,Stephen Hughes,eng ENG,MF,Everton,22,1976,11,11,903,10,1,2,3,1,0,0,1,0,0.1,0.2,0.3,0.1,0.3,Matches
258,Don Hutchison,sct SCO,MF,Everton,28,1971,31,28,"2,481",27.6,6,4,10,6,0,0,7,1,0.22,0.15,0.36,0.22,0.36,Matches
259,Micah Hyde,jm JAM,MF,Watford,24,1974,34,33,"2,922",32.5,3,4,7,3,0,0,7,1,0.09,0.12,0.22,0.09,0.22,Matches
260,Sami Hyypiä,fi FIN,DF,Liverpool,25,1973,38,38,"3,376",37.5,2,2,4,2,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches
261,Jes Høgh,dk DEN,DF,Chelsea,33,1966,9,6,548,6.1,0,1,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
262,Saša Ilić,SCG,GK,West Ham,27,1972,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Andy Impey,eng ENG,"DF,MF",Leicester City,27,1971,29,28,"2,397",26.6,2,2,4,2,0,0,0,0,0.08,0.08,0.15,0.08,0.15,Matches
264,Paul Ince,eng ENG,MF,Middlesbrough,31,1967,32,32,"2,810",31.2,3,1,4,3,0,0,8,0,0.1,0.03,0.13,0.1,0.13,Matches
265,Denis Irwin,ie IRL,DF,Manchester Utd,33,1965,25,25,"2,092",23.2,3,1,4,1,2,3,1,0,0.13,0.04,0.17,0.04,0.09,Matches
266,Steffen Iversen,no NOR,FW,Tottenham,22,1976,36,36,"3,087",34.3,14,8,22,14,0,0,5,0,0.41,0.23,0.64,0.41,0.64,Matches
267,Muzzy Izzet,tr TUR,MF,Leicester City,24,1974,32,32,"2,791",31,8,3,11,5,3,3,3,0,0.26,0.1,0.35,0.16,0.26,Matches
268,Richard Jackson,eng ENG,DF,Derby County,19,1980,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Wayne Jacobs,eng ENG,DF,Bradford City,30,1969,24,22,"1,859",20.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
270,David James,eng ENG,GK,Aston Villa,28,1970,29,29,"2,565",28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
271,Francis Jeffers,eng ENG,FW,Everton,18,1981,21,16,"1,456",16.2,6,6,12,6,0,0,0,1,0.37,0.37,0.74,0.37,0.74,Matches
272,Phil Jevons,eng ENG,FW,Everton,19,1979,3,2,150,1.7,0,1,1,0,0,0,0,0,0,0.6,0.6,0,0.6,Matches
273,Julian Joachim,eng ENG,FW,Aston Villa,24,1974,33,27,"2,407",26.7,6,5,11,6,0,0,0,0,0.22,0.19,0.41,0.22,0.41,Matches
274,Ronny Johnsen,no NOR,DF,Manchester Utd,30,1969,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Richard Johnson,au AUS,MF,Watford,25,1974,23,20,"1,809",20.1,3,1,4,2,1,1,4,0,0.15,0.05,0.2,0.1,0.15,Matches
276,Seth Johnson,eng ENG,"FW,MF",Derby County,20,1979,36,36,"3,157",35.1,1,4,5,1,0,0,13,0,0.03,0.11,0.14,0.03,0.14,Matches
277,Tommy Johnson,eng ENG,FW,Everton,28,1971,3,0,65,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
278,Matt Jones,wls WAL,MF,Leeds United,18,1980,11,5,474,5.3,0,2,2,0,0,0,2,0,0,0.38,0.38,0,0.38,Matches
279,Paul Jones,wls WAL,GK,Southampton,32,1967,31,31,"2,689",29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
280,Wim Jonk,nl NED,MF,Sheffield Weds,32,1966,30,29,"2,584",28.7,3,8,11,2,1,1,4,0,0.1,0.28,0.38,0.07,0.35,Matches
281,Duncan Jupp,sct SCO,DF,Wimbledon,24,1975,9,6,680,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
282,Hassan Kachloul,ma MAR,MF,Southampton,26,1973,32,29,"2,482",27.6,5,1,6,5,0,0,9,0,0.18,0.04,0.22,0.18,0.22,Matches
283,Frédéric Kanouté,ml MLI,FW,West Ham,21,1977,8,8,720,8,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches
284,Nwankwo Kanu,ng NGA,FW,Arsenal,22,1976,31,24,"2,159",24,12,4,16,11,1,1,2,0,0.5,0.17,0.67,0.46,0.63,Matches
285,John Karelse,nl NED,GK,Newcastle Utd,29,1970,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Robbie Keane,ie IRL,FW,Coventry City,19,1980,31,30,"2,692",29.9,12,4,16,12,0,0,3,0,0.4,0.13,0.53,0.4,0.53,Matches
287,Roy Keane,ie IRL,MF,Manchester Utd,27,1971,29,28,"2,403",26.7,5,1,6,5,0,0,9,1,0.19,0.04,0.22,0.19,0.22,Matches
288,Marc Keller,fr FRA,"FW,MF",West Ham,31,1968,23,19,"1,765",19.6,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches
289,Gary Kelly,ie IRL,DF,Leeds United,25,1974,31,28,"2,620",29.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
290,Peter Kennedy,nir NIR,"DF,MF",Watford,25,1973,18,17,"1,534",17,1,2,3,0,1,1,4,0,0.06,0.12,0.18,0,0.12,Matches
291,Martin Keown,eng ENG,"DF,MF",Arsenal,33,1966,27,27,"2,403",26.7,1,0,1,1,0,0,7,1,0.04,0,0.04,0.04,0.04,Matches
292,Temur Ketsbaia,ge GEO,MF,Newcastle Utd,31,1968,21,11,"1,125",12.5,0,3,3,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
293,Harry Kewell,au AUS,"FW,MF",Leeds United,20,1978,36,36,"3,193",35.5,10,4,14,10,0,1,6,0,0.28,0.11,0.39,0.28,0.39,Matches
294,Tahar El Khalej,ma MAR,"DF,MF",Southampton,31,1968,11,11,982,10.9,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
295,Kevin Kilbane,ie IRL,"DF,MF",Sunderland,22,1977,20,17,"1,510",16.8,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
296,Sean Kilgannon,sct SCO,MF,Middlesbrough,18,1981,1,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
297,Alan Kimble,eng ENG,DF,Wimbledon,32,1966,28,24,"2,182",24.2,0,4,4,0,0,0,4,0,0,0.16,0.16,0,0.16,Matches
298,Ledley King,eng ENG,"DF,MF",Tottenham,18,1980,3,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Georgi Kinkladze,ge GEO,MF,Derby County,26,1973,17,12,"1,344",14.9,1,6,7,1,0,0,2,0,0.07,0.4,0.47,0.07,0.47,Matches
300,Paul Kitson,eng ENG,FW,West Ham,28,1971,10,4,427,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
301,Muhamed Konjić,ba BIH,DF,Coventry City,29,1970,4,3,243,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
302,Willem Korsten,nl NED,MF,Tottenham,24,1975,9,4,372,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
303,Bernard Lambourde,fr FRA,DF,Chelsea,28,1971,15,12,"1,123",12.5,2,0,2,2,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
304,Frank Lampard,eng ENG,MF,West Ham,21,1978,34,34,"3,060",34,7,3,10,7,0,0,4,0,0.21,0.09,0.29,0.21,0.29,Matches
305,Jacob Laursen,dk DEN,DF,Derby County,27,1971,36,36,"3,166",35.2,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
306,Jamie Lawrence,jm JAM,MF,Bradford City,29,1970,23,19,"1,657",18.4,3,0,3,3,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
307,Graeme Le Saux,eng ENG,DF,Chelsea,30,1968,8,6,441,4.9,0,2,2,0,0,0,3,0,0,0.41,0.41,0,0.41,Matches
308,Matt Le Tissier,eng ENG,"FW,MF",Southampton,30,1968,18,9,881,9.8,3,5,8,2,1,1,3,0,0.31,0.51,0.82,0.2,0.72,Matches
309,Carl Leaburn,eng ENG,FW,Wimbledon,30,1969,18,5,476,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
310,Frank Leboeuf,fr FRA,DF,Chelsea,31,1968,28,28,"2,370",26.3,2,0,2,1,1,1,7,2,0.08,0,0.08,0.04,0.04,Matches
311,Rob Lee,eng ENG,MF,Newcastle Utd,33,1966,30,30,"2,579",28.7,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
312,Neil Lennon,nir NIR,MF,Leicester City,28,1971,31,31,"2,790",31,1,6,7,1,0,0,4,0,0.03,0.19,0.23,0.03,0.23,Matches
313,Øyvind Leonhardsen,no NOR,MF,Tottenham,28,1970,22,21,"1,784",19.8,4,1,5,4,0,0,3,0,0.2,0.05,0.25,0.2,0.25,Matches
314,Freddie Ljungberg,se SWE,"FW,MF",Arsenal,22,1977,26,22,"1,811",20.1,6,2,8,6,0,0,2,1,0.3,0.1,0.4,0.3,0.4,Matches
315,Steve Lomas,nir NIR,MF,West Ham,25,1974,25,25,"2,181",24.2,1,4,5,1,0,0,5,1,0.04,0.17,0.21,0.04,0.21,Matches
316,Chris Lumsdon,eng ENG,MF,Sunderland,19,1979,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Andreas Lund,no NOR,FW,Wimbledon,24,1975,12,10,847,9.4,2,1,3,2,0,0,1,0,0.21,0.11,0.32,0.21,0.32,Matches
318,Claus Lundekvam,no NOR,DF,Southampton,26,1973,27,25,"2,270",25.2,0,2,2,0,0,0,5,1,0,0.08,0.08,0,0.08,Matches
319,Oleh Luzhny,ua UKR,DF,Arsenal,30,1968,21,16,"1,508",16.8,0,1,1,0,0,0,2,1,0,0.06,0.06,0,0.06,Matches
320,Des Lyttle,eng ENG,DF,Watford,27,1971,11,11,937,10.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
321,Neil Maddison,eng ENG,"DF,MF",Middlesbrough,29,1969,13,6,654,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
322,Chris Makin,eng ENG,DF,Sunderland,26,1973,34,34,"2,996",33.3,1,0,1,1,0,0,11,1,0.03,0,0.03,0.03,0.03,Matches
323,Stefan Malz,de GER,"DF,MF",Arsenal,27,1972,5,2,245,2.7,1,1,2,1,0,0,0,0,0.37,0.37,0.73,0.37,0.73,Matches
324,Alex Manninger,at AUT,GK,Arsenal,22,1977,15,14,"1,304",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Javier Margas,cl CHI,DF,West Ham,30,1969,18,15,"1,340",14.9,1,1,2,1,0,0,1,1,0.07,0.07,0.13,0.07,0.13,Matches
326,Silvio Marić,hr CRO,MF,Newcastle Utd,24,1975,13,3,403,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
327,Carlos Marinelli,ar ARG,MF,Middlesbrough,17,1982,2,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Andy Marriott,wls WAL,GK,Sunderland,28,1970,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Chris Marsden,eng ENG,MF,Southampton,30,1969,21,19,"1,637",18.2,0,1,1,0,0,0,6,0,0,0.05,0.05,0,0.05,Matches
330,Ian Marshall,eng ENG,"DF,FW",Leicester City,33,1966,21,2,535,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
331,Nigel Martyn,eng ENG,GK,Leeds United,32,1966,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
332,Dominic Matteo,sct SCO,"DF,MF",Liverpool,25,1974,32,32,"2,872",31.9,0,6,6,0,0,0,2,0,0,0.19,0.19,0,0.19,Matches
333,David May,eng ENG,DF,Manchester Utd,29,1970,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
334,Gary McAllister,sct SCO,MF,Coventry City,34,1964,38,38,"3,365",37.4,11,4,15,7,4,4,2,0,0.29,0.11,0.4,0.19,0.29,Matches
335,Stuart McCall,sct SCO,MF,Bradford City,35,1964,34,33,"2,997",33.3,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches
336,Gavin McCann,eng ENG,MF,Sunderland,21,1978,24,21,"1,887",21,4,3,7,4,0,0,8,0,0.19,0.14,0.33,0.19,0.33,Matches
337,Jamie McClen,eng ENG,"DF,MF",Newcastle Utd,20,1979,9,3,304,3.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
338,Dave McEwen,,FW,Tottenham,21,1977,1,0,21,0.2,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
339,Brian McGovern,ie IRL,DF,Arsenal,19,1980,1,0,24,0.3,0,0,0,0,0,,0,0,0,0,0,0,0,Matches
340,Mark McKeever,ie IRL,MF,Sheffield Weds,20,1978,2,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Stephen McPhail,ie IRL,MF,Leeds United,19,1979,24,23,"2,069",23,2,4,6,2,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches
342,Gary McSheffrey,eng ENG,"FW,MF",Coventry City,16,1982,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Erik Meijer,nl NED,FW,Liverpool,29,1969,20,7,793,8.8,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
344,Mario Melchiot,nl NED,DF,Chelsea,22,1976,5,4,400,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
345,Paul Merson,eng ENG,"FW,MF",Aston Villa,31,1968,32,24,"2,225",24.7,5,8,13,5,0,1,2,0,0.2,0.32,0.53,0.2,0.53,Matches
346,Charles Miller,sct SCO,MF,Watford,23,1976,14,9,823,9.1,0,2,2,0,0,0,3,0,0,0.22,0.22,0,0.22,Matches
347,Jamie Milligan,eng ENG,MF,Everton,19,1980,1,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Danny Mills,eng ENG,DF,Leeds United,22,1977,17,16,"1,463",16.3,1,1,2,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
349,Lee Mills,eng ENG,FW,Bradford City,29,1970,21,19,"1,719",19.1,5,3,8,5,0,0,1,0,0.26,0.16,0.42,0.26,0.42,Matches
350,Scott Minto,eng ENG,DF,West Ham,27,1971,18,15,"1,413",15.7,0,2,2,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
351,John Moncur,eng ENG,MF,West Ham,32,1966,22,20,"1,726",19.2,1,0,1,1,0,0,9,1,0.05,0,0.05,0.05,0.05,Matches
352,Garry Monk,eng ENG,DF,Southampton,20,1979,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Tommy Mooney,eng ENG,FW,Watford,27,1971,12,8,838,9.3,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches
354,Joe-Max Moore,us USA,FW,Everton,28,1971,15,11,929,10.3,6,1,7,6,0,0,1,0,0.58,0.1,0.68,0.58,0.68,Matches
355,Jody Morris,eng ENG,MF,Chelsea,20,1978,30,19,"1,763",19.6,3,2,5,3,0,0,4,0,0.15,0.1,0.26,0.15,0.26,Matches
356,Lee Morris,eng ENG,FW,Derby County,19,1980,3,2,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
